	Audience Score	Tomato-meter	Year	Genre	Director
7006	51	14	1989	Action & Adventure	Francis Veber
7036	83	92	2009	Action & Adventure	Hayao Miyazaki
7038	44	43	2009	Action & Adventure	Andy Fickman
7050	59	79	2010	Action & Adventure	Adam McKay
7069	47	57	1955	Action & Adventure	William Dieterle
7100	48	26	2007	Action & Adventure	Mark Steven Johnson
7114	38	39	2009	Action & Adventure	Jonathan Mostow
7125	42	14	1991	Action & Adventure	Vic Armstrong
7152	67	54	1995	Action & Adventure	Corey Yuen
7156	88	100	2014	Action & Adventure	Bennett Jones
7161	74	83	2008	Action & Adventure	Mabrouk El Mechri
7174	79	57	2010	Action & Adventure	S. Shankar
7209	84	66	1994	Action & Adventure	Peter Farrelly
7211	63	72	2004	Action & Adventure	Brad Silberling
7221	50	49	2009	Action & Adventure	David Bowers
7228	28	11	2005	Action & Adventure	Bruce Hunt
7229	19	0	2014	Action & Adventure	Ralph Ziman
7233	64	75	1994	Action & Adventure	John Pasquin
7247	51	69	1993	Action & Adventure	Renny Harlin
7253	46	43	1979	Action & Adventure	Gary Nelson
7282	45	44	2013	Action & Adventure	Anthony Silverston
7308	65	81	2004	Action & Adventure	Brian Caspe
7334	73	75	2014	Action & Adventure	Ethan Spaulding
7377	87	74	2015	Action & Adventure	Joss Whedon
7391	73	79	2014	Action & Adventure	Rob Minkoff
7395	56	73	2009	Action & Adventure	Spike Jonze
7397	59	38	2009	Action & Adventure	Gavin Hood
7411	50	6	2012	Action & Adventure	Tom Vaughan
7426	79	83	1999	Action & Adventure	Robert Meyer Burnett
7433	92	100	2010	Action & Adventure	Brandon Vietti
7445	84	86	1998	Action & Adventure	Barry Cook
7453	69	76	1984	Action & Adventure	Nick Castle Jr.
7465	70	72	1984	Action & Adventure	W.D. Richter
7469	73	48	1994	Action & Adventure	Roland Emmerich
7478	74	14	1983	Action & Adventure	Luigi Cozzi
7489	70	40	1993	Action & Adventure	Mikael Salomon
7490	74	50	1966	Action & Adventure	Frank Tashlin
7502	77	72	2012	Action & Adventure	Marc Webb
7504	56	25	2008	Action & Adventure	Adam Shankman
7510	62	58	2006	Action & Adventure	Brett Ratner
7559	44	41	1992	Action & Adventure	John Landis
7560	31	39	2003	Action & Adventure	Harald Zwart
7563	65	64	2013	Action & Adventure	Chris Wedge
7568	45	67	1985	Action & Adventure	Tobe Hooper
7574	20	27	2008	Action & Adventure	Melvin Van Peebles
7581	42	67	1980	Action & Adventure	Robert Clouse
7588	75	55	1997	Action & Adventure	Simon West
7597	59	25	2002	Action & Adventure	Ronny Yu
7602	38	57	1980	Action & Adventure	Robert Altman
7608	79	79	2013	Action & Adventure	Shane Black
7615	47	0	1985	Action & Adventure	Sam Firstenberg
7629	87	96	2014	Action & Adventure	Phil Lord
7639	35	2	2013	Action & Adventure	Yaron Levy
7650	42	25	2015	Action & Adventure	Lana Wachowski
7697	50	35	2009	Action & Adventure	Stephen Sommers
7708	59	72	2009	Action & Adventure	Robert Letterman
7734	55	69	1975	Action & Adventure	Clint Eastwood
7735	85	87	1999	Action & Adventure	Larry Wachowski
7737	47	49	2013	Action & Adventure	Michael Bay
7738	49	37	2008	Action & Adventure	Corey Yuen
7739	59	51	2005	Action & Adventure	Louis Leterrier
7749	80	83	2015	Action & Adventure	Craig Goodwill
7758	49	28	2013	Action & Adventure	Jon M. Chu
7760	77	88	2006	Action & Adventure	Sanjay Gadhvi
7779	80	74	2012	Action & Adventure	William Joyce
7786	42	28	2014	Action & Adventure	Scott Derrickson
7857	33	56	1974	Action & Adventure	Peter Weir
7859	82	85	2012	Action & Adventure	Chris Miller
7878	31	12	2007	Action & Adventure	Colin Strause
7886	52	43	1986	Action & Adventure	John G. Avildsen
7890	64	48	2000	Action & Adventure	Eric Bergeron
7894	73	67	2008	Action & Adventure	Andrew Adamson
7901	85	81	1977	Action & Adventure	Hal Needham
7909	40	37	1995	Action & Adventure	Renny Harlin
7912	65	29	2004	Action & Adventure	Alexa Davalos
7913	25	7	1994	Action & Adventure	Christopher Cain
7917	47	36	1998	Action & Adventure	Antoine Fuqua
7923	68	100	1950	Action & Adventure	Byron Haskin
7931	32	23	2007	Action & Adventure	Robert Ben Garant
7957	69	100	1925	Action & Adventure	Harry O. Hoyt
7987	76	56	2013	Action & Adventure	Zack Snyder
7996	58	33	2011	Action & Adventure	Steven Spielberg
8004	51	49	2001	Action & Adventure	Gary Trousdale
8005	86	100	1969	Action & Adventure	Jack Couffer
8020	89	100	1938	Action & Adventure	Alan Hale
8026	24	26	1997	Action & Adventure	John Nicolella
8065	47	27	1994	Action & Adventure	Ernest R. Dickerson
8067	33	41	1995	Action & Adventure	Joel Schumacher
8072	65	30	1978	Action & Adventure	Sidney Lumet
8080	51	33	1983	Action & Adventure	Peter Yates
8082	59	42	2012	Action & Adventure	Brad Peyton
8098	76	91	2011	Action & Adventure	Fred Cavayé
8100	84	97	1988	Action & Adventure	Robert Zemeckis
8118	39	50	1986	Action & Adventure	Jim Wynorski
8119	37	0	2000	Action & Adventure	Michel Lemire
8196	27	47	2012	Action & Adventure	Kimble Rendall
8203	50	75	2005	Action & Adventure	Jon Favreau
8206	41	48	2009	Action & Adventure	Aristomenis Tsirbas
8244	50	37	2012	Action & Adventure	Marcus Dunstan
8251	48	28	2009	Action & Adventure	Christian Alvart
8256	85	96	1977	Action & Adventure	Steven Spielberg
8291	20	12	1994	Action & Adventure	Steven E. de Souza
8298	79	94	2000	Action & Adventure	Pen-Ek Ratanaruang
8308	55	49	2013	Action & Adventure	Mikael Håfstrom
8311	53	57	2002	Action & Adventure	Shinsuke Sato
8316	48	18	1994	Action & Adventure	Pixote Hunt
8323	36	17	1981	Action & Adventure	Joe Giannone
8331	75	60	1996	Action & Adventure	Roland Emmerich
8340	30	18	1995	Action & Adventure	Danny Cannon
8341	87	70	1993	Action & Adventure	Sam Raimi
8344	54	66	2003	Action & Adventure	David Dobkin
8346	66	35	1993	Action & Adventure	Herbert Ross
8348	53	75	1989	Action & Adventure	Joe Johnston
8366	66	33	1999	Action & Adventure	Antonio Banderas
8374	81	40	1990	Action & Adventure	Steve Barron
8375	53	45	1998	Action & Adventure	Edward Zwick
8382	38	3	2002	Action & Adventure	Don Michael Paul
8383	35	43	1994	Action & Adventure	Peter Hyams
8393	84	14	2007	Action & Adventure	Julian Gilbey
8399	46	0	2014	Action & Adventure	Joe Pearson
8411	55	51	2010	Action & Adventure	Tim Burton
8414	46	13	1984	Action & Adventure	Hal Needham
8425	55	34	2012	Action & Adventure	Peter Berg
8427	82	80	2001	Action & Adventure	Chris Columbus
8429	77	83	2005	Action & Adventure	Mike Johnson
8436	58	22	2014	Action & Adventure	Scott Waugh
8443	63	82	1961	Action & Adventure	Cyril Endfield
8444	53	42	1982	Action & Adventure	Don Coscarelli
8454	90	98	2009	Action & Adventure	Peter Docter
8460	80	74	2004	Action & Adventure	Danny Leiner
8465	91	92	2012	Action & Adventure	Joss Whedon
8481	10	75	2010	Action & Adventure	Jing Wong
8487	58	59	2005	Action & Adventure	Doug Liman
8506	65	55	2008	Action & Adventure	Baz Luhrmann
8512	41	0	1988	Action & Adventure	Michael Dinner
8540	37	11	2013	Action & Adventure	M. Night Shyamalan
8559	85	86	2000	Action & Adventure	Yukio Suzuki
8563	48	19	2001	Action & Adventure	Simon West
8586	36	45	2003	Action & Adventure	Mark Steven Johnson
8606	72	83	1998	Action & Adventure	Martin Campbell
8619	18	13	1978	Action & Adventure	Irwin Allen
8620	72	68	2013	Action & Adventure	Juan Antonio Bayona
8627	53	44	1985	Action & Adventure	Jeff Kanew
8636	53	50	1973	Action & Adventure	John Guillermin
8680	48	12	2004	Action & Adventure	Bart Freundlich
8696	32	16	2005	Action & Adventure	Lee Tamahori
8700	67	53	2007	Action & Adventure	Richard Shepard
8724	62	43	1993	Action & Adventure	Jing Wong
8745	38	15	2004	Action & Adventure	Peter Hewitt
8746	22	60	2015	Action & Adventure	Jon Wright
8749	66	64	2008	Action & Adventure	Tom McGrath
8773	66	22	1991	Action & Adventure	Simon Wincer
8781	94	85	2005	Action & Adventure	Christopher Nolan
8797	73	71	2008	Action & Adventure	Thomas Gustafson
8803	28	0	1987	Action & Adventure	Rod Amateau
8807	28	9	2015	Action & Adventure	Roland Emmerich
8810	89	90	1979	Action & Adventure	Hayao Miyazaki
8824	42	12	2009	Action & Adventure	Harald Zwart
8826	46	72	2004	Action & Adventure	Kerry Conran
8835	44	25	1990	Action & Adventure	Stephen Hopkins
8859	48	25	1992	Action & Adventure	Bruce A. Evans
8865	44	22	1989	Action & Adventure	Rod Daniel
8872	29	62	2003	Action & Adventure	Ang Lee
8909	36	29	2009	Action & Adventure	David R. Ellis
8913	32	15	2015	Action & Adventure	Jabbar Raisani
8921	33	11	1999	Action & Adventure	Peter Hyams
8945	14	28	2013	Action & Adventure	Chris Nelson
8954	54	17	1986	Action & Adventure	Don Lusk
8970	70	69	2012	Action & Adventure	Y.K. Kim
8975	44	22	2011	Action & Adventure	Raja Gosnell
8986	41	20	2008	Action & Adventure	Caroline Zelder
9015	64	67	2001	Action & Adventure	John Duigan
9020	52	31	2012	Action & Adventure	Paul W.S. Anderson
9024	89	93	1956	Action & Adventure	Inoshiro Honda
9025	16	4	2006	Action & Adventure	Uwe Boll
9042	75	81	1986	Action & Adventure	Randal Kleiser
9050	51	60	2007	Action & Adventure	Jon Knautz
9057	58	49	2010	Action & Adventure	Michael Apted
9058	66	70	1991	Action & Adventure	Jackie Chan
9100	68	64	2007	Action & Adventure	Timur Bekmambetov
9103	74	36	1999	Action & Adventure	Adam Bernstein
9104	55	63	1977	Action & Adventure	Sam Wanamaker
9105	73	20	1998	Action & Adventure	Griffin Dunne
9144	78	70	1988	Action & Adventure	Don Bluth
9185	33	14	2009	Action & Adventure	Luc Besson
9194	49	63	2009	Action & Adventure	Mark Neveldine
9196	64	81	1969	Action & Adventure	Peter Hunt
9208	32	50	1999	Action & Adventure	Stuart Raffill
9209	44	11	1995	Action & Adventure	Don Bluth
9211	47	13	2005	Action & Adventure	Jay Chandrasekhar
9213	39	53	1996	Action & Adventure	John Carpenter
9224	31	12	2015	Action & Adventure	David Koepp
9239	67	51	2008	Action & Adventure	Peter Segal
9271	29	5	1993	Action & Adventure	Andrew Morahan
9275	28	31	2010	Action & Adventure	Rick Jacobson
9287	64	40	2007	Action & Adventure	Akiva Schaffer
9299	24	27	1998	Action & Adventure	Stephen Hopkins
9308	46	32	2001	Action & Adventure	Andrzej Bartkowiak
9316	36	27	1967	Action & Adventure	Richard Talmadge
9318	41	23	2004	Action & Adventure	Joseph Kahn
9341	17	18	2009	Action & Adventure	Andrzej Bartkowiak
9346	24	45	2003	Action & Adventure	Robert Rodriguez
9349	70	40	2004	Action & Adventure	Ryuhei Kitamura
9367	45	0	1986	Action & Adventure	Alan Johnson
9399	87	100	1939	Action & Adventure	Zoltan Korda
9416	32	3	2006	Action & Adventure	Peter Hewitt
9436	38	40	1980	Action & Adventure	Vincent McEveety
9439	46	21	1990	Action & Adventure	William Hanna
9446	36	25	1963	Action & Adventure	Poul Bang
9466	26	20	2011	Action & Adventure	Declan O'Brien
9498	30	46	1976	Action & Adventure	John Guillermin
9502	42	46	1987	Action & Adventure	Terry Leonard
9511	62	14	2007	Action & Adventure	Walt Becker
9535	72	67	2007	Action & Adventure	Robert Rodriguez
9539	72	45	2007	Action & Adventure	Gore Verbinski
9569	31	4	1992	Action & Adventure	Ralph Bakshi
9572	27	8	1994	Action & Adventure	James Yukich
9573	84	89	1993	Action & Adventure	Corey Yuen
9581	61	50	1995	Action & Adventure	Joe Johnston
9597	57	24	1991	Action & Adventure	Michael Lehmann
9615	87	83	1994	Action & Adventure	Chia-Liang Liu
9621	79	86	2011	Action & Adventure	Sam Liu
9625	41	17	1997	Action & Adventure	David Winning
9632	86	72	2001	Action & Adventure	Yoshiaki Kawajiri
9644	89	100	1995	Action & Adventure	Kevin Seymour
9655	37	55	1939	Action & Adventure	Alfred Hitchcock
9657	42	45	1979	Action & Adventure	Robert Wise
9667	33	20	1991	Action & Adventure	Anthony Hickox
9675	59	26	2004	Action & Adventure	David S. Goyer
9676	49	35	2004	Action & Adventure	Angelina Jolie
9700	39	14	1986	Action & Adventure	Willard Hyuck
9717	43	10	2004	Action & Adventure	Tim Story
9722	22	4	2006	Action & Adventure	Uwe Boll
9746	89	96	2008	Action & Adventure	Andrew Stanton
9757	43	22	2000	Action & Adventure	Bharat Nalluri
9769	47	55	1985	Action & Adventure	Ted Berman
9775	76	77	2003	Action & Adventure	Andrew Davis
9793	61	21	1995	Action & Adventure	Rick Stevenson
9796	63	0	1983	Action & Adventure	Ferdinand Fairfax
9803	73	39	1998	Action & Adventure	Michael Bay
9806	51	37	2007	Action & Adventure	Tim Story
9808	38	53	1978	Action & Adventure	Jeannot Szwarc
9815	75	71	1992	Action & Adventure	Siu-Tung Ching
9840	39	13	1996	Action & Adventure	J. Gray
9874	82	20	1984	Action & Adventure	Rick Rosenthal
9877	66	93	1966	Action & Adventure	Richard Fleischer
9886	91	69	1985	Action & Adventure	Richard Donner
9926	22	0	1989	Action & Adventure	Sean S. Cunningham
9942	0	86	2001	Action & Adventure	Jorge Montesi
9953	39	26	1984	Action & Adventure	Richard Fleischer
9961	69	19	1993	Action & Adventure	David Michener
9980	86	79	2003	Action & Adventure	Gore Verbinski
10014	54	80	2014	Action & Adventure	Martha Stephens
10022	71	72	2010	Action & Adventure	Cameron Hood
10032	47	23	2011	Action & Adventure	Zack Snyder
10045	55	77	2015	Action & Adventure	Kiah Roache-Turner
10056	66	47	2010	Action & Adventure	Joe Carnahan
10091	84	77	1965	Action & Adventure	Blake Edwards
10093	79	93	1963	Action & Adventure	Don Chaffey
10108	34	47	2010	Action & Adventure	Jorma Taccone
10128	52	80	1974	Action & Adventure	Robert Stevenson
10131	56	35	2011	Action & Adventure	Michael Bay
10132	33	3	2014	Action & Adventure	Renny Harlin
10134	77	60	1998	Action & Adventure	Lance Mungia
10135	51	61	2008	Action & Adventure	Eric Brevig
10156	47	66	2014	Action & Adventure	Luc Besson
10159	47	41	2010	Action & Adventure	Goro Miyazaki
10170	51	100	2013	Action & Adventure	Noboru Iguchi
10178	92	100	1995	Action & Adventure	Nick Park
10198	42	20	2010	Action & Adventure	Florian Henckel von Donnersmarck
10205	34	17	2015	Action & Adventure	Pierre Morel
10256	84	69	2013	Action & Adventure	Justin Lin
10269	83	82	2010	Action & Adventure	Edgar Wright
10278	51	18	1977	Action & Adventure	Elliott Silverstein
10282	80	90	2002	Action & Adventure	Steven Spielberg
10307	88	100	1984	Action & Adventure	James Cameron
10325	83	80	1983	Action & Adventure	Joshua White
10328	47	19	1992	Action & Adventure	Roland Emmerich
10339	81	21	1989	Action & Adventure	Eddie Murphy
10352	35	17	2004	Action & Adventure	Robert Vince
10357	75	75	2008	Action & Adventure	Michel Hazanavicius
10364	36	10	1990	Action & Adventure	David Green
10365	74	78	1997	Action & Adventure	Tomás Gutiérrez Alea
10372	43	0	1976	Action & Adventure	Burt Reynolds
10394	78	84	1990	Action & Adventure	Paul Verhoeven
10395	61	56	1992	Action & Adventure	Richard Donner
10412	59	76	1975	Action & Adventure	John Hough
10418	45	11	2005	Action & Adventure	Brian Levant
10431	86	66	1996	Action & Adventure	Michael Bay
10442	55	55	2011	Action & Adventure	Kelly Aysbury
10448	66	25	1981	Action & Adventure	Charles Jarrott
10449	32	28	1989	Action & Adventure	Mark Goldblatt
10473	68	59	2002	Action & Adventure	Guillermo del Toro
10474	77	70	1997	Action & Adventure	Jay Roach
10484	74	43	1958	Action & Adventure	Byron Haskin
10492	51	63	2007	Action & Adventure	Sam Raimi
10496	58	83	1990	Action & Adventure	Sam Raimi
10499	50	70	2013	Action & Adventure	Keanu Reeves
10503	51	13	2010	Action & Adventure	Andy Tennant
10513	32	10	1988	Action & Adventure	Craig R. Baxley
10523	38	36	1977	Action & Adventure	Peter Yates
10524	10	4	2003	Action & Adventure	Uwe Boll
10553	79	67	1986	Action & Adventure	Russell Mulcahy
10563	73	79	2008	Action & Adventure	Steve Martino
10571	43	43	1975	Action & Adventure	Tom Gries
10577	42	36	1995	Action & Adventure	Dwight Little
10592	59	49	2007	Action & Adventure	Andrew Fleming
10611	27	5	1995	Action & Adventure	Michael Gottlieb
10629	32	20	1991	Action & Adventure	David Cass (II)
10632	81	92	2011	Action & Adventure	Duncan Jones
10633	16	60	2010	Action & Adventure	Andrew Lauer
10642	45	18	1997	Action & Adventure	Ronny Yu
10676	80	82	1981	Action & Adventure	John Boorman
10687	76	72	1994	Action & Adventure	James Cameron
10698	69	71	1999	Action & Adventure	David Cronenberg
10734	66	60	2013	Action & Adventure	Gavin Hood
10743	26	0	1990	Action & Adventure	Bob Clark (III)
10769	33	25	1982	Action & Adventure	Blake Edwards
10775	73	90	2009	Action & Adventure	Pete Kozachik
10787	70	40	2014	Action & Adventure	Neil Burger
10788	38	14	2010	Action & Adventure	Brad Peyton
10803	78	23	2003	Action & Adventure	Michael Bay
10827	37	5	2007	Action & Adventure	C.B. Harding
10848	66	71	2003	Action & Adventure	Peter Berg
10852	55	92	1936	Action & Adventure	William Cameron Menzies
10860	65	58	2002	Action & Adventure	Vincenzo Natali
10895	34	17	1991	Action & Adventure	Sylvio Tabet
10933	35	11	1993	Action & Adventure	Darrell Roodt
10935	75	78	1934	Action & Adventure	David Butler
10947	53	86	1940	Action & Adventure	Ford Beebe
10979	67	26	2015	Action & Adventure	Alan Taylor
10982	79	53	2005	Action & Adventure	Alejandro Lozano
10990	17	0	2002	Action & Adventure	"Wych ""kaos"" Kaosayananda"
11002	18	20	1983	Action & Adventure	Dick Lowry
11003	50	13	1988	Action & Adventure	Mark Goldblatt
11021	85	93	1992	Action & Adventure	Hark Tsui
11022	30	18	2009	Action & Adventure	Damien Wayans
11023	52	18	2014	Action & Adventure	Michael Bay
11053	63	69	2015	Action & Adventure	Teddy Chen
11064	99	89	2015	Action & Adventure	François Simard
11072	44	17	2003	Action & Adventure	Stephen Norrington
11075	68	77	2008	Action & Adventure	Matt Reeves
11087	41	20	1995	Action & Adventure	Christopher Cain
11112	59	17	1963	Action & Adventure	Norman Taurog
11126	63	38	1995	Action & Adventure	Rachel Talalay
11150	39	18	2008	Action & Adventure	Dave Filoni
11159	71	50	1967	Action & Adventure	Marty Callner
11166	30	43	1996	Action & Adventure	Simon Wincer
11182	75	50	2001	Action & Adventure	Yojiro Takita
11199	42	22	2002	Action & Adventure	Gary Fleder
11220	66	90	1998	Action & Adventure	Boyd Kirkland
11223	45	80	1982	Action & Adventure	Albert Pyun
11225	34	55	2009	Action & Adventure	Jon Harris
11226	31	10	1980	Action & Adventure	Farrah Fawcett
11232	78	86	2012	Action & Adventure	Johannes Stjärne Nilsson
11237	69	88	1990	Action & Adventure	Paul Brizzi
11250	88	81	1993	Action & Adventure	Eric Radomski
11258	32	16	2008	Action & Adventure	Craig Mazin
11260	56	63	2002	Action & Adventure	Craig McCracken
11261	80	83	1965	Action & Adventure	Elio Petri
11275	63	50	1989	Action & Adventure	Don Bluth
11305	59	66	2015	Action & Adventure	Toa Fraser
11323	46	20	1980	Action & Adventure	Hal Needham
11352	55	55	1998	Action & Adventure	John Hamburg
11355	32	35	1994	Action & Adventure	John Badham
11371	27	26	2004	Action & Adventure	Dwight H. Little
11374	18	21	1999	Action & Adventure	David Kellogg
11381	28	0	2001	Action & Adventure	Alan Moyle
11400	90	92	2014	Action & Adventure	Dean DeBlois
11412	63	51	2010	Action & Adventure	John Lasseter
11448	91	96	1975	Action & Adventure	John Huston
11476	58	78	2001	Action & Adventure	Lee Demarbre
11484	91	87	2007	Action & Adventure	Mamoru Hosoda
11492	38	48	1985	Action & Adventure	Lewis Teague
11496	17	20	1983	Action & Adventure	Douglas Williams
11503	46	20	2007	Action & Adventure	Robert Berlinger
11505	22	8	2012	Action & Adventure	Jay Chandrasekhar
11512	67	22	1976	Action & Adventure	Charles Bail
11531	32	20	1993	Action & Adventure	Charles Martin Smith
11544	59	50	2014	Action & Adventure	Shawn Levy
11547	82	85	1967	Action & Adventure	Stephen Sommers
11601	79	81	1986	Action & Adventure	Burny Mattinson
11605	35	15	1990	Action & Adventure	Walter Hill
11628	59	20	2005	Action & Adventure	Adam Shankman
11691	24	38	1997	Action & Adventure	Luis Llosa
11697	53	63	1995	Action & Adventure	Stuart Baird
11700	60	27	1997	Action & Adventure	William Dear
